image_name,comment_number,comment-fa,comment,
2942133798,1,یک سگ قهوه ای و سفید با دهانی فریزبی سبز و یک سگ قهوه ای و سفید کنار حصار,One brown and white dog with a green Frisbee in mouth and one brown and white dog by the fence,
2942133798,2,یک سگ قهوه ای و سفید با یک فریزبی زرد درحال دویدن است,A brown and white dog is running with a yellow Frisbee,
2942133798,3,سگی وجود دارد که یک فریزبی را حمل میکند,There is a dog carrying a Frisbee,
2942133798,4,دو سگ یکی با فریزبی, Two dogs one with a Frisbee,
2942311160,0,یک حشره با رنگ آبی در تپه های شنی درحال رانندگی است,A blue buggy is driving across the sand dunes,
2942311160,1,واگن برقی آبی در خاکی که سربالایی را نشان میدهد,A blue go-cart in the dirt pointing downhill,
2942311160,2,حشره ای تپه شنی که از یک تپه شنی پایین میرود,A dune buggy going down a sandy hill,
2942311160,3,حشره ای تپه شنی که روی ماسه سفر میکند,A dune buggy traveling on sand,
2942311160,4,یک حشره تپه شنی از یک تپه پایین میرود,A dune buggy goes down a hill,
294241289,0,مردی که یک تی شرت آبی کلاه سبز و سفید شلوارک و صندل پوشیده است درحال تمیز کردن یک استخر محصور است, A guy wearing a blue t-shirt a green and white hat shorts and sandals is cleaning out an enclosed pool,
294241289,1,مردی با تلنگر کلاه بیس بال و شلوارک که دسته ای از وسایل را در استخر نگه داشته است, Man wearing flip-flops baseball cap and shorts holding handle of an item in a pool,
294241289,2,مردی با تی شرت پسر ستاره ای و کلاه بیسبال درحال تمیز کردن استخر است,A man wearing an Astro Boy t-shirt and wearing a baseball hat is cleaning a pool,
294241289,3,مردی با پیراهن پسر نجومی و کلاه سبز استخر را تمیز میکند,A man wearing an astro boy shirt and a green hat cleans a pool,
294241289,4,مردی که کلاه به سر دارد درحال تمیز کردن استخر با تور بزرگ است,A man wearing a hat is cleaning a pool with a large net,
2942514377,0,مردی با پیراهن آبی با مردی با پیراهن مارون صحبت میکند درحالی که مردی با پیراهن مشکی و شلوار جین گفتگو را فیلم برداری میکند, A man in a blue shirt speaking with a man in a maroon shirt while a man in a black shirt and jeans videotapes the conversation,
2942514377,1,پیشنهادات یک مرد به دیگری که توسط یک فیلمبردار فیلمبرداری میشود,The offerings of one man to another being filmed by a cameraman,
2942514377,2,فیلمبردار از یک آشپز فیلم میگیرد که درحال ظرف دادن به مرد دیگری است,Cameraman films a chef giving a dish to another man,
2942514377,3,شخصی مصاحبه میکند,Someone being interviewed,
2942514377,4,مصاحبه خبری با یک مرد,a news interview with a man,
2942535642,0,سه مرد با کلاه های سخت و لباس فرم در یک مزرعه کار میکنند, Three men wearing hard hats and uniforms are working in a field,
2942535642,1,آتش نشانان در فضای باز در بوته و بوته ها, The firefighters outdoors in the bush and shrubs,
2942535642,2,سه آتش نشان در تپه ای درحال بررسی مخازن خود هستند,Three firefighters on a hill checking their tanks,
2942535642,3,سه آتش نشان در قلم مو در امتداد دامنه تپه,Three firefighters in the brush along a hillside,
2942535642,4,سه کارگر معدن در یک زمینه در جستجوی طلا,Three miners in a field searching for gold,
2942616793,0,یک دختر کوچک درحالی که دوچرخه کوهستان خود را سوار میشود درحالی که از کلاه ایمنی آبی روشن و عینک آفتابی صورتی استفاده کرده است,A little girl is riding her mountain bike while wearing a bright blue helmet and pink sunglasses,
2942616793,1,دختری با کلاه ایمنی آبی رنگ در خیابان با دوچرخه خود سوار میشود,A girl with a blue helmet rides her bicycle in the street,
2942616793,2,دختربچه ای که درحال دوچرخه سواری است از کلاه ایمنی خود استفاده میکند,A little girl wears her helmet while she rides her bike,
2942616793,3,دختری جوان با کلاه ایمنی آبی رنگ که درحال دوچرخه بنفش است,A young girl in a blue helmet riding a purple bicycle,
2942616793,4,دختر جوانی با رنگ بنفش روی دوچرخه,A young girl in purple on a bike,
2942798367,0,دو دختر در شهربازی سوار لبخند و خنده میشوند,Two girls on an amusement park ride smiling and laughing,
2942798367,1,دو دختر سوار بر یک قسمت تفریحی سواری,Two girls riding on an amusement part ride,
2942798367,2,دو کودک درحال نمایشگاه هستند,Two children are on a fairground ride,
2942798367,3,دو دختر در پارک تفریحی,Two girls on an amusement park ride,
2942798367,4,دو دختر سوار کارناوال,two girls on a carnival ride,
2943023421,0,اتومبیلی به رنگ آبی تیره که از جاده ای گل آلود عبور میکند و مقداری را به کناره میپاشید,A dark blue car going through a muddy road and sprinkling some to the side,
2943023421,1,یک میتسوبیشی سیاه و سفید درحال عبور از یک گودال گل آلود و پاشیدن آب است,A black Mitsubishi is driving through a muddy puddle and spraying water,
2943023421,2,یک ماشین آبی هنگام رانندگی از طریق یک گودال بر روی جاده ای خاکی گل پاشیده است,A blue car splashes mud on a dirt road while driving through a puddle,
2943023421,3,در جاده ها یک ماشین آبی وجود دارد که از طریق یک گودال پاشیده میشود,There is a blue car on a road in the roads splashing through a puddle,
2943023421,4,اتومبیلی به رنگ سبز مایل به آبی در جاده ای خاکی که آب را در سمت چپ پاشیده است,A blueish green car on a dirt road splashing water on the left,
2943079526,0,مردی که کت و شلوار و کراوات سیاه بر تن دارد هنگام انتظار در مترو کتاب میخواند,Man dressed in black suit and tie reads a book while waiting on the subway,
2943079526,1,مردی با عینک آفتابی روی قطار مترو ایستاده و کتاب میخواند,A man wearing sunglasses is standing on a metro train reading a book,
2943079526,2,مردی در مترو کیف های خود را در دست گرفته و به یک کتاب نگاه میکند,A man on the subway holds his bags and looks at a book,
2943079526,3,یک تاجر در یک مترو مشغول خواندن است,A businessman is reading on a subway,
2943079526,4,مردی در مترو کتاب میخواند,A man reads a book on the subway,
2943334864,0,مردی که روی موتور سیکلت نشسته و غروب خورشید مستقیماً پشت سر اوست,a man sitting on a motorcycle with a sunset directly behind him,
2943334864,1,وقتی غروب خورشید از فاصله دور مرد روی دوچرخه خاکی نشست,The man sat on the dirt bike as the sun sets in the distance,
2943334864,2,مرد سوار دوچرخه است و مقابل غروب خورشید نشسته است,The man is on a bike and sitting in front of the sunset,
2943334864,3,غروب آفتاب یک مرد سوار بر موتور سیکلت است,A man on a motorcycle is silhouetted by the sunset,
2943334864,4,یک غواص دوچرخه سوار در غروب آفتاب ایستاده است,a dirt biker stands in the sunset,
2943375194,0,یک سرآشپز متاهل درحالی که پشت میز نشسته و لباس آشپز خود را میپوشد درحال امضای چیزی است که شبیه کتاب خودش است,A married chef is signing what looks like his own book while sitting at a table and dressed in his chef clothes,
2943375194,1,مردی با کت آشپز پشت میز سفید نشسته و در کتاب مینویسد,A man in a chef 's jacket is seated at a white table and writing in a book,
2943375194,2,سرآشپز جوی با لباس آشپز خود یادداشت برداری میکند,Chef Joey is taking notes in his cook 's uniform,
2943375194,3,یک سرآشپز با کت سفید درحال امضای کتاب است,A chef in a white coat is signing a book,
2943375194,4,سرآشپز جوی درحال امضای کتاب با یک شرپی,Chef Joey signing a book with a Sharpie,
2943384009,0,یک موتور سیکلت سیاه و سفید در اطراف یک پیست اتومبیلرانی سوار میشود,A black and white motorcycle is being ridden around a racetrack,
2943384009,1,یک مسابقه موتورسواری نارنجی سفید و سیاه, A orange white and black motorcyclist racing,
2943384009,2,مردی با موتور سیکلت در پیست مسابقه میدهد,A man on a motorcycle is racing on a track,
2943384009,3,سرعت یک مسابقه موتور سیکلت در مسیر پیاده میرود,A motorcycle racer speeds down a track,
2943384009,4,یک موتورسوار حرفه ای درحال حرکت است,A professional motor racer in motion,
2943399558,0,شخصی که شلوار کت و کوله پشتی به تن دارد از نردبانی در کنار صخره ای صورت یک تنگه بالا میرود,A person wearing slacks and a backpack climbs a ladder up the side of the rock face of a gorge,
2943399558,1,شخصی درحال بالا رفتن از نردبان چوبی در صخره ای بسیار شیب دار دندانه دار و صخره ای است, A person is climbing a wooden ladder on a very steep jagged rock cliff,
2943399558,2,شخصی از نردبان چوبی که روی صخره سنگی تند قرار گرفته است بالا میرود,A person climbs a wood ladder laid down on a steep rock cliff,
2943399558,3,شخصی درحال بالا رفتن از نردبانی شلخته و روی صورت صخره ای است,A person is climbing a flimsy looking ladder up a cliff face,
2943399558,4,شخصی درحال بالا رفتن از نردبان چوبی در یک طاقچه سنگی است,A person is climbing a wooden ladder up a rocky ledge,
294353408,0,یک سگ قهوه ای و سفید درحال پریدن روی کاناپه کنار شخصی با دمپایی های آبی است,A brown and white dog is jumping on the couch next to someone with blue slippers,
294353408,1,تریر جک درحال پریدن روی مبل نارنجی است,A jack Russell terrier is jumping onto an orange sofa,
294353408,2,یک سگ کوچک سعی میکند روی کاناپه نارنجی بپرد,A little dog attempts to jump on an orange couch,
294353408,3,سگ به سمت کاناپه میپرد,the dog is jumping on to the couch,
294353408,4,سگی به سمت کاناپه میپرد,A dog jumps toward a couch,
2943557287,0,دو نفر به کودک نگاه میکنند که یکی از آن ها درحال پیاده روی صندلی چرخدار در پیاده رو است,Two people are looking at a child as one of them is pushing a wheelchair on the sidewalk,
2943557287,1,هنگامی که مردم نگاه میکنند و لبخند میزنند یک کودک در یک جعبه در کنار خیابان بازی میکند, A child plays in a box on the side of the street as people look on and smile,
2943557287,2,دو نفر درحال عبور از کنار دختری هستند که در یک جعبه تخته کارت در پیاده رو است,Two people are walking past a girl who is in a card board box on a sidewalk,
2943557287,3,عابران پیاده که در خیابان قدم میزنند در جعبه مقوایی به کودک نگاه میکنند,Pedestrians walking down the street look at a child in a cardboard box,
2943557287,4,کودک کوچک از یک جعبه در پیاده رو آویزان است,Small child is hanging out of a box on the sidewalk,
2943692397,0,گروهی از کودکان درحالی که بیرون روی پتو نشسته اند کاغذهای رنگارنگ را تا میکنند,A group of children are folding colorful paper while sitting on a blanket outside,
2943692397,1,گروهی از بچه ها روی یک پارچه سبز و مواد تجاری در کنار یکدیگر نشسته اند,A group of kids are sitting next to each other on a green cloth trading materials,
2943692397,2,دو پسر و دو دختر همه موهای قهوه ای در یک دایره نشسته و مشغول بازی هستند, Two boys and two girls all with brown hair sitting in a circle playing a game,
2943692397,3,پنج کودک با کاغذهای ساختمانی آبی و صورتی مشغول هنرنمایی هستند,Five children are making art with blue and pink construction paper,
2943692397,4,بچه های آسیایی که روی یک حصیر نشسته اند و با یک اسباب بازی بازی میکنند,Asian kids sitting on a mat playing with a toy,
2943772984,0,مردی در زیر چتر آبی و زرد در پیاده رو ایستاده است درحالی که شخصی با پیراهن زرد درحالی که با تلفن همراهش صحبت میکند راه میرود, A man is standing on the sidewalk under a blue and yellow umbrella while a person in a yellow shirt is walking while talking on her cellphone,
2943772984,1,مردی با ژاکت استتار در کنار گاری هات داگ ایستاده است درحالی که زنی با یک تاپ زرد از کنار آن عبور میکند, A man with a camouflage jacket stands next to a hotdog cart while a woman with a yellow top walks by,
2943772984,2,درحالی که فروشنده ای در آنجا ایستاده و مردی مشغول غذا خوردن است دو نفر با تلفن های همراه از پیاده رو پیاده میروند,Two people on cellphones walk down the sidewalk while a vendor stands there and a man is eating,
2943772984,3,یک خیابان شهری با عابران پیاده و مردی کنار سبد غذا ایستاده نشان داده شده است,A city street is shown with pedestrians and a man standing beside a food cart,
2943772984,4,یک خانم بور با پیراهن زرد به سمت دوربین میرود,A blond lady in a yellow shirt is walking toward the camera,
294380770,0,شش مرد درحال بالا رفتن از یک تیر در آب چهار مرد بدون پیراهن و دو نفر دیگر پیراهن به تن دارند یکی سفید و دیگری آبی است, Six men climbing a pole in the water four men are shirtless and the other two are wearing shirts one is white and one is blue,
294380770,1,گروهی از مردم ایستاده اند و درحال تماشای شش مرد هستند كه درحال ایجاد یك نردبان انسانی در اطراف میله ای هستند كه در وسط یك منطقه از آب قرار دارد,A group of people stand watching six men as they form a human ladder around a pole that stands in the middle of an area of water,
294380770,2,مردم تماشا میکنند که دسته ای از پسران در اطراف ایستاده اند و شاید یک تیر بزرگ را در دست بگیرند,People watch as a bunch of boys stand around and perhaps hold still a large pole,
294380770,3,گروهی از مردان در سنین مختلف از یک قطب در وسط رودخانه بالا میروند, A group of men of assorting ages climbing a pole in the middle of a river,
294380770,4,گروهی از مردان درحال بالا رفتن از یک قطب در آب هستند که توسط جمعیت احاطه شده است,group of men climbing a pole in the water surrounded by a crowd,
294391131,0,صحنه ای از غروب آفتاب که در پس زمینه کوه قرار دارد و مردم درحال گذر از روی پل پیاده رو هستند,A sunset scene with a mountain in the background and people walking across a walkway bridge,
294391131,1,مردم هنگام غروب خورشید از رودخانه ای روی یک پل باریک چوبی از این طرف به آن طرف عبور میکنند,People crossing a river on a narrow wooden bridge from one side to the other at sunset,
294391131,2,تماشاگران شاهد تلاش مردی برای بیرون آوردن دوچرخه موتوری از آب هستند,Spectators watch as a man struggles to get a motorized bike out of the water,
294391131,3,افرادی که از روی پلی که مناظر زیبایی دارد قدم میزنند,People walking over a bridge that ha a beautiful scenery,
294391131,4,مردم هنگام غروب آفتاب از روی یک پل روی آب عبور میکنند,People crossing a bridge over a body of water at sunset,
2944025729,0,مردی از رمپ درحال دوچرخه سواری در هوا است,A man is riding his bicycle up in the air off of a ramp,
2944025729,1,یک موتورسوار  سوار یک پرش میشود و به هوا میرود,A bmx rider rides up a jump and into the air,
2944025729,2,یک دوچرخه سوار  در خارج از سطح شیب دار پرواز میکند,A BMX biker flies in the air off of a ramp,
2944025729,3,پسری با دوچرخه از یک لوله نیمه پایین میآید,A boy on a bike descends a half pipe,
2944025729,4,دوچرخه سوار با هوابرد بر روی یک سطح شیب دار,Bicycle rider airborne on a ramp,
2944156905,0,مردی با پیراهن سبز شلوار مشکی کلاه مشکی و کوله پشتی مثل اینکه دیوار سنگی را هل میداد رفتار میکرد, A man in a green shirt black pants black hat and a backpack acting like he was pushing a stone wall,
2944156905,1,مردی که وانمود میکند سنگ بزرگی را که به سنگ دیگری خم شده است بالا نگه داشته است,Man pretending to hold up large stone that is leaning against another,
2944156905,2,مردی با پیراهن سبز و شلوار مشکی برای پیاده روی خود دراز میکند,A man in a green shirt and black pants is stretching for his hike,
2944156905,3,مردی که کوله پشتی دارد درحال فشار به دیواره سنگ است,A man wearing a backpack is pushing against a rock wall,
2944156905,4,مردی با کلاه سیاه به یک سنگ غول پیکر فشار میآورد,A man in a black hat pushes against a giant rock,
2944193661,0,مردی با شلوار جین که روی نیمکت راه راه استراحت کرده و پاهایش را روی گاری توشه گذاشته است,A man in jeans resting on a striped bench with his feet on a luggage cart,
2944193661,1,مردی روی نیمکت راه راه زرد خوابیده و پاهایش را روی گاری توشه گذاشته است,A man asleep on a yellow striped bench with his feet on a baggage cart,
2944193661,2,مردی با پیراهن و شلوار جین آبی دارد روی نیمکت چرت میزند,A man in a sweatshirt and blue jeans is taking a nap on a bench,
2944193661,3,مردی که روی یک نیمکت در ایستگاه مترو خوابیده است,A man sleeping on a bench in a subway station,
2944193661,4,مردی روی نیمکت مترو خوابیده است,A man is asleep on a bench in the subway,
2944362789,0,دو مرد جوان اسکیت بورد مرد دیگری را در پارک اسکیت تماشا میکنند,Two young males watch another male skateboarding at a skate park,
2944362789,1,یک اسکیت بورد درحال اسکیت در سطح شیب دار بسیار شیب دار در پارک اسکیت است,A skateboarder is skating down a very steep ramp in a skate park,
2944362789,2,بچه ها روی رمپ اسکیت بورد جلوی بعضی درختان بازی میکنند,Kids play on a skateboarding ramp in front of some trees,
2944362789,3,مردی که درحال اسکیت در سرسره است درحالی که دو بچه نگاه میکنند,A man going skating down a slide while two kids look on,
2944362789,4,یک اسکیت بورد در هوا در یک سطح شیب دار بزرگ و در فضای باز, A skateboarder in the air at a big outdoor ramp,
294443417,0,یک کودک خردسال با کلاه شوخی از سر تپه ای پوشیده از برف میلغزد,A young child with a jesters hat sliding down a snow covered hill,
294443417,1,پسر جوانی که کلاه شوخی به سر دارد از سورتمه سواری خود لذت میبرد, A young boy wearing a jesters hat is enjoying himself sledding,
294443417,2,یک کودک کوچک با لباس زمستانی در برف سورتمه سواری میکند,A small child in winter attire sledding in some snow,
294443417,3,پسری سوار یک سورتمه پلاستیکی در سطح برفی شده است,A boy is riding a plastic sled down a snowy surface,
294443417,4,یک بچه کوچک در یک روز زمستانی از برخی از سورتمه سواری لذت میبرد,A little kid enjoying some sledding on a winter day,
2944553914,0,گروهی از کودکان درحالی که دستهای راست خود را در هوا بلند کرده اند و دستان چپ پای راست خود را از پشت نگه داشته اند در کلاس ایستاده اند, A group of children are standing in a classroom with their right hands up in the air and their left hands holding their right leg up behind their backs,
2944553914,1,بچه هایی که در مراقبت روزانه هستند درحال رقصیدن و یا درس های رقص هستند,kids in day care are dancing or taking dance lessons,
2944553914,2,کلاسي از کودکان خردسال که ژست در دست دارند,A classroom of young children holding a pose,
2944553914,3,گروهی از کودکان مدرسه ای رقص میکنند,A group of school children practice dancing,
2944553914,4,گروه برخی از رقص های فرهنگی را تمرین میکند,Group practices some cultural dances,
2944619397,0,مردی با چکمه که کلاهی سخت به دست گرفته در خیابان میدود,A man in boots holding a hard hat is running on a street,
2944619397,1,مردی که کلاه سختی در دست دارد در خیابان میدود,A man carrying a hard hat is running down the street,
2944619397,2,مردی که کلاه ایمنی سفید در دست دارد در خیابان میدود,A man holding a white helmet is running on a street,
2944619397,3,مردی که کلاهی سخت در دست دارد از آن طرف خیابان میدود,A man holding a hard hat runs across a street,
2944619397,4,مردی که کلاهی سخت سفید در دست دارد و درحال دویدن است,A man holding a white hard hat running,
2944647707,0,دو مرد یکی با جارو و دیگری با بیل درحال پاک کردن زباله های خیابان هستند, Two men one with a broom and another with a shovel are clearing garbage from the street,
2944647707,1,دو کارگر با پیراهن های آبی و چکمه مشکی یک دسته از زباله های خیابان را تمیز میکنند,Two workers in blue shirts and black boot cleaning a bunch of garbage off of a street,
2944647707,2,دو مرد درحال جارو کشیدن و برداشتن خیابانی پوشیده از زباله,Two men sweeping and picking up a street covered in trash,
2944647707,3,دو مرد با پیراهن های آبی در تمیز کردن بقایای جاده,Two men with blue shirts on cleaning debris off of a road,
2944647707,4,کارگران زباله های خیابان را تمیز میکنند,Workers clean trash off the street,
2944675019,0,یک بند موی تیره با عینک و یک پیراهن راه راه کودک بسیار جوانی را در آغوش گرفته است,A dark-haired lade with glasses and a striped shirt is holding a very young baby in her arms,
2944675019,1,بانوی میانسالی با عینک و پیراهن راه راه چند رنگ نوزاد تازه به دنیا آمده را در آغوش گرفته است,A middle-aged lady with glasses and a multi-color striped shirt is holding a newborn baby,
2944675019,2,زنی بزرگ و چاق که نوزاد تازه متولد شده ای را نزدیک سینه نگه داشته است,A chubby older woman holding a newborn close to her chest,
2944675019,3,زنان میانسالی درحالی که کودک را در آغوش میگیرند لبخند میزنند,A middle-aged women smiling while holding a baby,
2944675019,4,زنی با پیراهن راه راه نوزاد را در آغوش میگیرد,A woman in a striped shirt holds an infant,
2944836001,0,مردی با عینک و سگ سیاه و سفید خود که یقه ای سیاه بر تن دارد با توپ تنیس بازی میکند,A man wearing glasses and his black and white dog wearing a black collar are playing with a tennis ball,
2944836001,1,مردی با سگی که برای گرفتن توپ تنیس میپرید,Man with dog who is jumping to catch tennis ball,
2944836001,2,مردی که توپ را در دست دارد درحالی که سگ برای آن میپرد,Man holding a ball while a dog jumps up for it,
2944836001,3,مردی با یک سگ سیاه و سفید بازی میکند,A man is playing with a black and white dog,
2944836001,4,یک سگ سیاه به سمت توپی که یک مرد در دست دارد جهش میکند,A black dog leaps for a ball held by a man,
2944952557,0,دختری با رنگ آبی سعی میکند در طول بازی سافت بال یک دونده پایه شماره یازده را بیرون بیاورد,Girl in blue tries to get a base runner number 11 out during softball game,
2944952557,1,دختری با لباس آبی و سفید شخصی را با لباس سیاه و قرمز نشان میکند,A girl in a blue and white uniform tags someone in a black and red uniform,
2944952557,2,قبل از اینکه حریف پایه را لمس کند دختری درحال گرفتن بیس بال است,A girl is catching a baseball before an opponent touches base,
2944952557,3,زنی به رنگ آبی یک توپ زرد در دست دارد,A woman in blue has a yellow ball in her mitt,
2944952557,4,دو نفر در یک زمین توپ بازی میکنند,Two people playing ball on a field,
2945036454,0,سگی درحال پریدن در هوا است و سعی دارد یک فریزبی قرمز را بگیرد,A dog is jumping in the air trying to catch a red Frisbee,
2945036454,1,یک سگ زرد یک فریزبی قرمز را کنار یک گلدان سیاه تعقیب میکند,A yellow dog chases a red Frisbee next to a black pot,
2945036454,2,سگ زرد درحال تلاش برای گرفتن یک فریزبی قرمز است,The yellow dog is trying to catch a red Frisbee,
2945036454,3,سگ خاکستری در حیاط مشغول بازی فریزبی است,Grayish dog is playing Frisbee in the yard,
2945036454,4,یک سگ برای گرفتن یک فریزبی نارنجی میپرد,A dog jumps to catch an orange Frisbee,
2945213105,0,یک زن از پخت و پز استراحت میکند تا یک قمقمه شراب را مستقیماً از بطری بردارد,A woman takes a break from cooking to take a swig of wine straight from the bottle,
2945213105,1,خانمی که کنار اجاق گاز است و دستمال آبی آن را پوشیده است جرعه ای از شراب خود میخورد,A woman at the stove wearing a blue oven mitt takes a sip from her wine,
2945213105,2,در اینجا زنان جوانی درحالی که شراب میپزد از شراب نمونه برداری میکنند,Here is a young women sampling the wine while she cooks,
2945213105,3,خانمی از بطری درحال آشپزی و نوشیدن شراب است,A woman cooking and drinking wine from the bottle,
2945213105,4,خانمی که هنگام آشپزی مشروب مینوشد,A woman drinking while cooking,
294549892,0,سه کوهنورد در دامنه کوه نشسته اند و به منظره نگاه میکنند یکی با استفاده از یک دوربین دو چشمی, Three hikers are sitting on a mountainside looking at the view one using a pair of binoculars,
294549892,1,گروهی از مردم در بالای صخره ای نشسته اند و به آن طرف نگاه میکنند,A group of people sit at the top of a cliff and look over the side,
294549892,2,سه مرد که روی تپه ای نشسته اند و به کوه ها و آسمان نگاه میکنند,Three men sitting on a hill looking at the mountains and sky,
294549892,3,دو نفر با کلاه سفید به کوه نگاه میکنند,2 People with white hats looking over the mountain,
294549892,4,سه نفر مینشینند و کوه ها را نگاه میکنند,Three people sit and look at mountains,
2945685284,0,مردی با پیراهن چهارخانه و شلوار بلند جلوی پسری با پیراهن و شلوار آبی روشن در ساحل ایستاده است,A man in a plaid shirt and long pants stands on the beach in front of a boy in a light blue shirt and shorts,
2945685284,1,گروهی از مردم در شن و ماسه ایستاده اند و میخواهند یک تیر بزرگ را نگه دارند,A group of people are standing in the sand trying to hold a large pole,
2945685284,2,مردم در یک ساحل ماسه ای قهوه ای یک تور دریایی را که برای ماهیگیری استفاده میشود در دست دارند,People on a brown-sand beach are holding a drift net used for fishing,
2945685284,3,چندین مرد به یکدیگر کمک میکنند تا تور ماهیگیری را بکشند,Several men helping each other pull in a fishing net,
2945685284,4,سه نفر در ساحل از تور استفاده میکنند,Three people are using a net on a beach,
2946016853,0,یک سگ پس از خارج شدن از یک لوله زرد و نارنجی گوشه ای را با دم بالا دور میزند, A dog rounds a corner with his tail up after exiting a yellow and orange tube,
2946016853,1,یک سگ سفید و خاکستری بزرگ در تونل زرد در مسیر عبور از موانع عبور میکند,A large white and gray dog runs through a yellow tunnel in an obstacle course,
2946016853,2,یک سگ هاسکی که از یک تونل زرد در یک مسیر با مانع عبور میکند,a husky dog running through a yellow tunnel at an obstacle course,
2946016853,3,یک سگ سفید و سیاه از یک لوله زرد و نارنجی درحال اتمام است,A white and black dog is running out of a yellow and orange tube,
2946016853,4,یک سگ سفید و سیاه از یک تونل نارنجی رنگ به سرعت بیرون میرود,A white and black dog rushes out of an orange tunnel,
2946354846,0,دو دختر یکی با چتر و دیگری با لباس شنا از میان یک چشمه رد میشوند, Two girls one with an umbrella and the other in a swimsuit run through a fountain,
2946354846,1,دو دختر جوان از میان یک چشمه درحال دویدن هستند,Two young girls are running through a fountain,
2946354846,2,دو دختر بچه در فواره ها بازی میکنند,Two little girls are playing in the fountains,
2946354846,3,دو دختر جوان در آب پاش های عمومی بازی میکنند,Two young girls play in public sprinklers,
2946354846,4,دو دختر کوچک در یک چشمه بازی میکنند,Two little girls play in a fountain,
2946464027,0,یک خانواده جوان از این احساس لذت میبرند که امواج اقیانوس در زیر پای خود قرار دارند,A young family enjoys feeling ocean waves lap at their feet,
2946464027,1,یک مرد زن و کودک در ساحل از لذت بردن از خود لذت میبرند, A man woman and child enjoying themselves on a beach,
2946464027,2,یک مرد قرمز پوش با فرزندش در ساحل ایستاده است,a man in red stands with his child at the beach,
2946464027,3,یک زن و شوهر با یک پسر کوچک در ساحل بازی میکنند,A couple playing with a little boy on the beach,
2946464027,4,یک زن و شوهر با پسر کوچکشان جزر و مد بازی میکنند,A couple play in the tide with their young son,
294655770,0,یک پسر کوچک درحال بالا رفتن از تور در زمین بازی است,A small boy is climbing the net on a playground,
294655770,1,یک پسر جوان بور درحال بالا رفتن از زمین بازی,A young blond boy climbing on a playground,
294655770,2,کودک روی نردبان طناب بازی میکند,A child plays on a rope ladder,
294655770,3,کودکی که در پارک بازی میکند,A child playing in the park,
294655770,4,یک کودک بور جوان درحال بازی,A young blond child playing,
294709836,0,نمای نزدیک یک اسم حیوان دست اموز سفید با یک اسم حیوان دست اموز سفید دیگر و یک اسب سیاه در پس زمینه,Closeup of a white bunny with another white bunny and black horse in the background,
294709836,1,خرگوش روی چمن ها استوار است خرگوش دیگری و اسب حصارکشی شده در پس زمینه, Rabbit rests on grass another rabbit and fenced horse in background,
294709836,2,دو اسم حیوان دست اموز سفید بیرون چمن هستند,Two white bunnies are outside on the grass,
294709836,3,دو خرگوش سفید روی چمن های سبز نشسته اند,Two white rabbits sit on the green grass,
294709836,4,نمای نزدیک از یک اسم حیوان دست اموز سفید,A closeup of a white bunny,
294716517,0,این دختر بیرون است با لگد زدن به برگها در مزرعه ای که در پس زمینه درختان وجود دارد, This girl is outside kicking leaves in a field where there are trees in the background,
294716517,1,یک دختر کوچک جلیقه صورتی پوشیده و کفش های صورتی متناسب با آن بازی میکند و با برگ های افتاده بازی میکند, A little girl wearing a pink vest with matching pink shoes playing with falling leaves,
294716517,2,دختری جوان با کت صورتی و مکالمه صورتی لگدی به برگهای پاییز میزند,A young girl in a pink jacket and pink converse kicks a pile of autumn leaves,
294716517,3,دختری برگهای افتاده پاییز را لگد میزند,A girl kicks up fallen autumn leaves,
294716517,4,دختری با رنگ صورتی برگهای مرده را لگد میزند,A girl in pink kicks up dead leaves,
2947172114,0,چهار کودک با لباس دو تیم مختلف درحال بازی فوتبال هستند, Four children in uniforms of two different teams are playing football,
2947172114,1,کودکان با لباس پد و چکش فوتبال بازی میکنند, Children in uniforms pads and halmets play football,
2947172114,2,گروهی از پسران کوچک با لباس فرم فوتبال بازی میکنند,A group of little boys play football in uniforms,
2947172114,3,چهار پسر جوان با لباس یکنواخت فوتبال بازی میکنند,Four young boys dressed in uniform play football,
2947172114,4,دو تیم فوتبال پسر در زمین مسابقه میدهند,Two boys ' football teams compete on the field,
2947274789,0,یک مرد با پیراهن و کلاه سبز دستان خود را روی میز قرار میدهد درحالی که در کنار مردی قرار دارد که هدفون هایش را به گردن خود بسته است,a man in a green shirt and cap puts his hands on a table as he stands next to man wearing headphones around his neck,
2947274789,1,یک پسر با هدفون به دور گردنش در کنار پسری با کلاه دیده میشود که خارج از صفحه نمایش است,There is a guy with headphones around his neck next to a guy in a hat looking off-screen,
2947274789,2,دستهای یک مرد کشیده است درحالی که هدفون دیگری به گردن او است,One man has his hands outstretched while another has headphones around his neck,
2947274789,3,مردی که پیراهن سفید به تن دارد در کنار مردی که پیراهن سبز رنگ به تن دارد نشسته است,A man wearing a white shirt is sitting next to a man wearing a green shirt,
2947274789,4,دو مرد در خانه نشسته اند یکی از آن ها هدفون دارد, Two men are sitting indoors one of them has headphones,
2947452329,0,بازیکن فوتبال با رنگ آبی درحال پاک کردن دهان خود با پیراهن است,Soccer player in blue is wiping his mouth with his shirt,
2947452329,1,مردی با پیراهن آبی در زمین ورزشگاه میدود,A man in a blue shirt is running in a stadium field,
2947452329,2,مردی با شورت آبی و سفید و درحال ورزش,Man in blue and white shorts playing a sport,
